$Level$
$ShapeCount$, 2 
$TileColors$
 1 , 1 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,
 1 , 1 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,
 4 , 4 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,
 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,
 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,
 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,
 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,
 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,
 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,
 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,
$ShapeMasks$
 1 , 1 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,
 1 , 2 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,
 1 , 2 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,
 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,
 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,
 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,
 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,
 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,
 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,
 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,
$ShapeMoves$
 1 ,X&Y&Z
 2 ,X&Y&Z
$Level$
$ShapeCount$, 2 
$TileColors$
 1 , 1 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,
 1 , 1 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,
 4 , 4 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,
 4 , 4 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,
 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,
 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,
 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,
 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,
 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,
 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,
$ShapeMasks$
 1 , 1 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,
 1 , 2 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,
 1 , 2 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,
 1 , 2 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,
 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,
 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,
 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,
 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,
 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,
 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,
$ShapeMoves$
 1 ,X&Y&Z
 2 ,X&Y&Z
$Level$
$ShapeCount$, 3 
$TileColors$
 1 , 1 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,
 1 , 1 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,
